46992,Ashes Of Love,The Desert Rose Band,1987,0,0,2014-07-17,Country,English,,,,,,
12735,Ashes To Ashes,David Bowie,1980,0,0,2014-03-31,Rock,Pop,Alternative,English,,,,
48322,Así es La Vida,Olga Tañón,2002,0,0,2015-01-12,Latin,Pop,Spanish,,,,,
14409,Así fue,Elvis Martinez,1998,0,0,2013-04-16,Latin,Spanish,,,,,,
31557,Asimbonanga,Johnny Clegg,1987,0,0,2012-11-07,Zouk/Creole,80s,World/Folk,English,Other,,,
32662,Ask,The Smiths,1986,0,0,2018-01-24,Alternative,Rock,English,,,,,
53161,Ask Me How I Know,Garth Brooks,2017,0,0,2017-06-13,Country,English,,,,,,
21186,Ask Me Why,The Beatles,1963,0,0,2011-05-30,"Rock 'n Roll,Oldies",English,,,,,,
32482,Ask Of You,Raphael Saadiq,1995,0,0,2013-11-01,Soul,R&B,English,,,,,
18338,Ask The Lonely,Journey,1983,0,0,2014-12-08,Rock,English,,,,,,
51789,Asphalt Cowboy,Jason Aldean,2005,0,0,2016-10-14,"Country,Soft rock",English,,,,,,
28223,Asphalt Cowboy,Blake Shelton,2003,0,0,2012-06-07,Country,English,,,,,,
39714,Ass Back Home,Gym Class Heroes,2011,0,1,2013-07-24,Rap,R&B,English,,,,,
29284,Astounded,Tantric,2001,0,0,2011-09-03,Hard/Metal,Rock,English,,,,,
49653,Astronaut,Sido,2015,0,0,2016-02-24,Rap,German,,,,,,
46373,Astronaut,Simple Plan,2011,0,0,2014-03-31,Pop,Rock,Alternative,English,,,,
14606,At Last,Etta James,1961,0,0,2008-02-07,Soul,Oldies,Blues,English,,,,
28919,At Last,Beyoncé,2008,0,0,2011-05-30,"TV & movie soundtrack,Soul",English,,,,,,
28499,At Last,Dianne Reeves,1989,1,0,2011-05-30,Love,Jazz,Duet,English,,,,
17562,At Last,Céline Dion,2002,0,0,2008-08-25,Jazz,Pop,English,,,,,
30094,At Last,Eva Cassidy,2000,0,0,2011-05-31,Folk,Jazz,Love,English,,,,
23912,At Last,Christina Aguilera,2006,0,0,2011-05-30,Jazz,Soul,English,,,,,
53802,At Last,Nat King Cole,1957,0,0,2017-08-23,Love,Pop,English,,,,,
29480,At Last,Ray Anthony,1952,0,0,2014-10-04,Jazz,Oldies,English,,,,,
42169,At Last,Jeff Lynne,2012,0,0,2012-12-29,Oldies,Pop,English,,,,,
54763,At Least You Cried,Midland,2017,0,0,2018-01-17,Country,English,,,,,,
10021,At Long Last Love,Frank Sinatra,1957,0,0,2017-07-14,Jazz,English,,,,,,
17170,At Seventeen,Janis Ian,1975,0,0,2011-05-31,Folk,English,,,,,,
45748,At Seventeen,Céline Dion,2013,0,0,2013-12-22,Pop,Soul,English,,,,,
24686,At Sundown,1920s Standards,1927,0,0,2011-12-10,Oldies,Jazz,English,,,,,
9672,At the Beginning,Anastasia,1997,1,0,2011-05-31,"TV & movie soundtrack,Duet",English,,,,,,
15474,At The Hop,Danny And The Juniors,1957,0,0,2011-05-31,"Rock 'n Roll,Oldies",English,,,,,,
15107,At This Moment,Billy Vera,1987,0,0,2012-08-15,Pop,Love,English,,,,,
25834,At This Moment,Michael Bublé,2009,0,0,2011-05-30,Jazz,Blues,English,,,,,
22296,At Your Best (You Are Love),Aaliyah,1994,0,0,2011-05-30,Soul,R&B,English,,,,,
43350,At Your Feet,Smash,2013,0,0,2013-05-14,"TV & movie soundtrack,Musical",English,,,,,,
51571,At Your Side,The Corrs,1999,0,0,2016-07-26,"Pop,Soft rock",English,,,,,,
45379,Atemlos durch die Nacht,Helene Fischer,2013,0,0,2014-03-13,Schlager,German,,,,,,
50944,Atemlos durch die Nacht (Live),Helene Fischer,2015,0,0,2016-06-13,Schlager,Dance,German,,,,,
55353,Atlantic City,Nathaniel Rateliff & The Night Sweats,2018,0,0,2018-04-30,Pop,Folk,English,,,,,
20238,Atlantis,No Angels,2001,1,0,2016-04-22,"Pop,TV & movie soundtrack,Duet",English,,,,,,
45157,Atlantis lebt,Andrea Berg,2013,0,0,2016-06-06,Schlager,Dance,Pop,German,,,,
46216,ATM Jam,Azealia Banks,2013,0,0,2016-02-25,Rap,R&B,English,,,,,
20506,Atomic,Blondie,1979,0,0,2014-07-29,Disco,80s,English,,,,,
51835,Atomic Dog,George Clinton,1982,0,0,2017-07-28,Funk,80s,English,,,,,
55808,Atrévete-te-te,Calle 13,2006,0,0,2018-08-13,Rap,Reggae,Latin,Spanish,,,,
53088,Attention,Charlie Puth,2017,0,0,2017-05-22,Pop,English,,,,,,
53500,Attention,Boyce Avenue,2017,0,0,2017-07-20,Pop,Folk,English,,,,,
42311,Attention au départ,Les Enfoirés,2012,0,0,2016-06-05,French pop,French,,,,,,
12040,"Attention, mesdames et messieurs",Michel Fugain,1972,0,0,2012-01-31,"French pop,Musical",French,,,,,,
24975,Attitude Adjustment,"Hank Williams, Jr.",1984,0,0,2011-05-30,Country,English,,,,,,
43165,Attracting Flies,AlunaGeorge,2013,0,0,2016-02-25,R&B,Pop,English,,,,,
45201,Au bar,Joyce Jonathan,2010,0,0,2016-06-07,French pop,French,,,,,,
44039,Au bar de Jess,Sébastien Roch,1993,0,0,2016-10-17,French pop,French,,,,,,
5962,Au bout de mes rêves,Jean-Jacques Goldman,1983,0,0,2016-09-25,French pop,French,,,,,,
42291,Au bout de mes rêves,Génération Goldman,2012,0,0,2015-11-05,French pop,French,,,,,,
14433,Au café des délices,Patrick Bruel,2001,0,0,2016-06-04,"French pop,Oriental",French,,,,,,
38810,Au café des délices (live),Amel Bent,2007,0,0,2016-03-10,"French pop,Oriental",French,,,,,,
5049,Au clair de la lune,Comptine,1650,0,0,2008-06-26,Traditionnal,Kids,French,,,,,
22801,Au clair de tes silences,Richard Cocciante,1994,0,0,2014-12-08,French pop,French,,,,,,
36452,Au coeur de la nuit,Téléphone,1980,0,0,2012-05-08,"Rock,French pop",French,,,,,,
51293,Au coeur de moi,Amir,2016,0,0,2016-12-12,French pop,French,,,,,,
42796,Au delà...,Tal,2011,0,0,2013-07-30,"French pop,R&B,Electro",French,,,,,,
37438,Au diable nos adieux,Zazie,1995,0,0,2012-05-07,French pop,French,,,,,,
12516,Au fur et à mesure,Liane Foly,1990,0,0,2016-02-24,French pop,French,,,,,,
20214,Au grand jamais,Bensé,2008,0,0,2011-05-31,French pop,French,,,,,,
20401,Au jour le jour,Emma Daumas,2003,0,0,2012-05-10,French pop,French,,,,,,
37727,Au juste milieu,Chimène Badi,2006,0,0,2016-06-05,French pop,French,,,,,,
27937,Au moment d'être à vous,Isabelle Boulay,2002,0,0,2012-08-29,French pop,French,,,,,,
20015,Au moment des amours,Da Silva,2008,0,0,2016-02-25,French pop,French,,,,,,
23693,Au nom d'une femme,Hélène Ségara,1999,0,0,2016-03-21,French pop,French,,,,,,
12517,Au nom de la lune,Anggun,1997,0,0,2016-10-02,French pop,French,,,,,,
19888,Au nom des frustrées,Lynda Lemay,1999,0,0,2011-09-19,"French pop,Humour",French,,,,,,
42243,Au palais royal,"1789, Les Amants de la Bastille",2012,0,0,2016-06-05,"Musical,French pop",French,,,,,,
20428,Au pays des merveilles de Juliet,Yves Simon,1973,0,0,2014-12-08,French pop,French,,,,,,
40690,Au petit bal du sans soucis,Frank Michael,2011,0,0,2016-06-05,French pop,French,,,,,,
31565,Au port,Camille,2005,0,0,2016-02-25,"French pop,Electro",French,,,,,,
47355,Au revoir,Mark Forster,2014,1,0,2014-12-23,Pop,Rap,Duet,German,,,,
16512,Au revoir,Sheryfa Luna,2007,0,0,2014-12-08,"R&B,French pop",French,,,,,,
5107,Au soleil,Jenifer,2002,0,0,2012-04-27,French pop,French,,,,,,
54615,Au soleil,Kids United,2017,0,0,2018-01-05,"French pop,Kids",French,,,,,,
47750,Au sommet,Kendji Girac,2014,0,0,2014-11-18,"French pop,Latin,Electro",French,,,,,,
49549,Au son des quarante cinq tours,Frank Michael,2015,0,0,2018-01-26,"French pop,Soft rock",French,,,,,,
26069,Au suivant,Jacques Brel,1964,0,0,2013-02-25,French pop,French,,,,,,
20607,Auberge,Chris Rea,1991,0,0,2014-09-01,Rock,Pop,English,,,,,
24448,Auch im Regen,Rosenstolz,2006,0,0,2011-11-09,Soft rock,German,,,,,,
52405,Audition (The Fools Who Dream),La La Land,2016,0,0,2017-02-16,"Musical,TV & movie soundtrack",English,,,,,,
47964,Auf anderen wegen,Andreas Bourani,2014,0,0,2015-01-26,Schlager,Rock,German,,,,,
53188,Auf beiden Beinen,Lotte,2017,0,0,2017-09-28,Pop,Rock,German,,,,,
20386,Auf Dem Mond Da Blühen Keine Rosen,Vicky Léandros,1977,0,0,2016-04-14,Schlager,German,,,,,,
41246,Auf dem Weg,Mark Forster,2012,0,0,2013-01-21,Pop,German,,,,,,
37804,Auf den Dächern von Berlin,Ute Freudenberg,2011,1,0,2016-04-01,Duet,Schlager,German,,,,,
19296,Auf Der Reeperbahn Nachts Um Halb Eins,Hans Albers,1953,0,0,2016-06-04,Schlager,German,,,,,,
45417,Auf der Suche nach mir,Helene Fischer,2013,0,0,2014-03-13,Schlager,German,,,,,,
47867,"Auf die Plätze, fertig, ins Glück",Beatrice Egli,2014,0,0,2016-02-11,Schlager,Dance,German,,,,,
46794,Auf uns,Andreas Bourani,2014,0,0,2014-12-24,Pop,Rock,German,,,,,
49431,Auf uns (Akustik Version),Andreas Bourani,2014,0,0,2015-07-28,"Soft rock,Pop,Schlager",German,,,,,,
20006,Aufrecht geh'n,Mary Roos,1984,0,0,2018-03-22,Schlager,German,,,,,,
49338,Augen auf,Sarah Connor,2015,0,0,2016-06-04,"Schlager,Soft rock",German,,,,,,
19635,Augen zu und durch,Wolfgang Petry,1997,0,0,2016-07-11,Schlager,German,,,,,,
48936,Augenbling,Seeed,2012,0,0,2016-08-25,Rap,R&B,Schlager,German,,,,
52017,Aujourd'hui,Jenifer,2016,0,0,2016-12-08,French pop,French,,,,,,
41669,Aujourd'hui,Dave Dario,2012,0,0,2016-06-05,French pop,French,,,,,,
20560,Aujourd'hui peut-être,Fernand Sardou,1946,0,0,2016-06-04,French pop,French,,,,,,
21388,Aujourd'hui peut-être,Michel Sardou,1991,0,0,2016-02-24,French pop,French,,,,,,
46104,Aujourd'hui peut-être,Forever Gentlemen,2013,1,0,2016-03-22,"Jazz,Oldies,French pop,Duet",French,,,,,,
33786,Auld Lang Syne,Christmas Carol,1788,0,0,2011-05-30,Christmas,Celtic,Traditionnal,English,,,,
54553,Auld Lang Syne,Rod Stewart,2012,0,0,2017-12-11,Christmas,Traditionnal,English,,,,,
51924,Auld Lang Syne,Susan Boyle,2010,0,0,2016-11-29,Christmas,Pop,Traditionnal,Love,English,,,
34411,Auld Lang Syne,Mitch Miller,1959,0,0,2015-09-07,Christmas,Traditionnal,Oldies,Christian,English,,,
18429,Auld Lang Syne,Tony Bennett,2000,0,0,2014-01-20,Christmas,Jazz,English,,,,,
5077,Auprès de ma blonde,Comptine,1600,0,0,2008-06-26,Kids,Traditionnal,French,,,,,
13899,Auprès de mon arbre,Georges Brassens,1955,0,0,2011-06-03,French pop,French,,,,,,
45881,Aura,Lady Gaga,2013,0,0,2014-01-18,Dance,Electro,Pop,English,,,,
37144,Aurélie,Colonel Reyel,2011,0,0,2016-06-05,"French pop,R&B",French,,,,,,
7880,Austin,Blake Shelton,2001,0,0,2015-07-08,Country,English,,,,,,
21589,Australia,Jonas Brothers,2007,0,0,2012-06-21,Teen pop,English,,,,,,
19801,Auteuil Neuilly Passy,Les Inconnus,1990,0,0,2014-10-07,Rap,Humour,French,,,,,
42500,Authority Song,John Mellencamp,1983,0,0,2013-01-10,Rock,Country,English,,,,,
46404,Automatic,Miranda Lambert,2014,0,0,2014-03-31,Country,English,,,,,,
14484,Automatic,The Pointer Sisters,1984,0,0,2013-11-12,Disco,Funk,80s,English,,,,
39167,Automatik,Christophe Willem,2011,0,0,2016-02-25,"French pop,Electro",French,,,,,,
50986,Autour de moi,Fréro Delavega,2015,0,0,2016-10-20,French pop,French,,,,,,
46963,Autre histoire,Jean-Jacques Goldman,1981,0,0,2015-11-05,French pop,French,,,,,,
39493,Autumn,Paolo Nutini,2006,0,0,2012-09-15,Soft rock,English,,,,,,
28418,Autumn Leaves,Nat King Cole,1956,0,0,2011-05-30,"Jazz,Oldies,TV & movie soundtrack",English,,,,,,
24752,Autumn Leaves,Eva Cassidy,1998,0,0,2011-05-30,Blues,English,,,,,,
39209,Autumn Leaves,Eric Clapton,2010,0,0,2012-04-05,Blues,English,,,,,,
22196,Autumn Leaves,Paula Cole,2000,0,0,2011-05-30,"Jazz,Love,TV & movie soundtrack",English,,,,,,
32818,Autumn Leaves,1960s Standards,1966,0,0,2011-12-16,Jazz,English,,,,,,
55665,Autumn Leaves,Frank Sinatra,1957,0,0,2018-06-23,Love,Jazz,English,,,,,
11756,Aux arbres citoyens,Yannick Noah,2006,0,0,2016-02-25,French pop,French,,,,,,
12481,Aux armes et caetera,Serge Gainsbourg,1979,0,0,2013-10-08,"Reggae,French pop",French,,,,,,
8178,Aux enfants de la chance,Serge Gainsbourg,1987,0,0,2015-07-08,French pop,French,,,,,,
42856,Aux filles de l'eau,Nolwenn Leroy,2012,0,0,2013-03-28,"French pop,Celtic",French,,,,,,
11875,Aux sombres héros de l'amer,Noir Désir,1989,0,0,2012-01-06,"Alternative,Folk,Rock,French pop",French,,,,,,
41472,Avalon,Roxy Music,1982,0,0,2012-12-12,"Pop,Soft rock",English,,,,,,
36849,Avant,Johnny Hallyday,1970,0,0,2014-10-06,French pop,French,,,,,,
12519,Avant de nous dire adieu,Jeane Manson,1976,0,0,2011-10-19,French pop,French,,,,,,
12520,Avant de partir,Roch Voisine,1989,0,0,2016-08-26,French pop,French,,,,,,
47652,Avant toi,Calogero,2014,0,0,2016-06-07,French pop,French,,,,,,
14676,Ave Maria,Andrea Bocelli,1995,0,0,2013-07-31,Classical,Latin,,,,,,
29208,Ave Maria,Céline Dion,1998,0,0,2011-05-30,Classical,Latin,,,,,,
34351,Ave Maria,Nana Mouskouri,2000,0,0,2011-11-23,Christian,Classical,Christmas,Latin,,,,
19807,Ave Maria,Charles Gounod,1859,0,0,2008-07-21,Classical,Latin,,,,,,
32612,Ave Maria,Helene Fischer,2007,0,0,2012-08-03,Classical,German,,,,,,
54645,Ave Maria,Roy Black,1972,0,0,2017-12-11,Christmas,Christian,Schlager,German,,,,
43410,Ave Maria,Celtic Woman,2005,0,0,2013-04-25,Classical,Celtic,Christian,Latin,,,,
38696,Ave Maria,Michael Bublé,2011,0,0,2012-08-09,Christmas,Christian,Classical,Latin,,,,
33701,Ave Maria,Josh Groban,2008,0,0,2011-05-30,Classical,Christmas,Christian,Latin,,,,
30096,Ave Maria,Noa,2001,0,0,2011-06-24,Classical,Christian,English,,,,,
33056,Ave Maria,Luciano Pavarotti,1976,0,0,2011-11-02,Classical,Italian,,,,,,
30176,Ave Maria,Il Divo,2005,0,0,2011-05-31,"Classical,Christian,Soft rock",Latin,,,,,,
12564,Ave Maria,Charles Aznavour,1980,0,0,2011-12-18,"French pop,Gospel,Classical",French,Latin,,,,,
54198,Ave Maria,Frank Sinatra,1948,0,0,2017-10-20,Christmas,Classical,Christian,English,,,,
16062,Ave María,David Bisbal,2002,0,0,2011-11-25,Pop,Dance,Spanish,,,,,
34352,Ave Maria (Spanish),Christmas Carol,1859,0,0,2011-05-30,Christmas,Classical,Christian,Spanish,,,,
26381,Ave Mary A,Pink,2009,0,0,2011-05-30,Pop,Rock,English,,,,,
20426,Avec classe,Corneille,2002,0,0,2011-05-30,French pop,French,,,,,,
29065,"Avec la tête, avec le coeur",Claude François,1968,0,0,2016-06-04,French pop,French,,,,,,
12472,Avec le temps,Léo Ferré,1970,0,0,2012-02-10,French pop,French,,,,,,
24066,Avec le temps,Isabelle Boulay,2002,0,0,2015-07-09,French pop,French,,,,,,
48992,Avec le temps,Catherine Lara,2011,0,0,2015-06-03,"French pop,Latin",French,,,,,,
49816,Avec le temps,Patricia Kaas,2000,0,0,2016-01-20,French pop,French,,,,,,
26352,Avec les filles je ne sais pas,Philippe Lavil,1970,0,0,2011-05-30,French pop,French,,,,,,
47857,Avec toi,Kendji Girac,2014,0,0,2014-12-10,"French pop,Latin,Electro",French,,,,,,
42016,Avec toi,Axel Tony,2012,0,0,2016-02-25,"French pop,Rap",French,,,,,,
49159,Avec un brin de nostalgie,Charles Aznavour,2015,0,0,2015-06-08,French pop,French,,,,,,
34169,Avenues,Refugee Camp All-Stars,1997,0,0,2013-11-21,R&B,Rap,English,,,,,
5356,Avenues And Alleyways,Tony Christie,2005,0,0,2015-02-20,Classical,Oldies,English,,,,,
41428,Aviateur,Véronique Jannot,1988,0,0,2014-09-23,French pop,French,,,,,,
20917,Avoir une fille,Roméo et Juliette,2000,0,0,2011-05-31,"Musical,French pop",French,,,,,,
37256,Avond,Boudewijn De Groot,1996,0,0,2012-10-29,Pop,Folk,Schlager,Dutch,,,,
22517,Avrai,Claudio Baglioni,1982,0,0,2015-04-11,Pop,Love,Italian,,,,,
44795,Aw Naw,Chris Young,2013,0,0,2013-10-04,Country,Rock,English,,,,,
24009,Awake,Josh Groban,2006,0,0,2011-05-30,"Love,Soft rock",English,,,,,,
37975,Awake and Alive,Skillet,2010,0,0,2013-07-24,Rock,Hard/Metal,English,,,,,
25117,Away From Me,Puddle of Mudd,2003,0,0,2011-08-06,Rock,Punk/Grunge,English,,,,,
14829,Away from the Sun,3 Doors Down,2002,0,0,2018-07-05,Rock,Alternative,Hard/Metal,English,,,,
24703,Away In A Manger,Christmas Carol,1885,0,0,2011-05-30,Christmas,Christian,English,,,,,
39171,Awesome,Veruca Salt,1997,0,0,2012-02-07,Rock,Alternative,English,,,,,
6442,Awesome God,Rich Mullins,1989,0,0,2011-05-30,Christian,Gospel,English,,,,,
8477,Awful Beautiful Life,Darryl Worley,2004,0,0,2014-09-12,Country,English,,,,,,
46483,Ay ! Mourir pour toi,Dany Brillant,2007,0,0,2016-06-04,"Latin,Jazz,French pop",French,,,,,,
21152,Ay Mamá,Chayanne,2001,0,0,2011-05-31,Pop,Latin,Spanish,,,,,
52099,Ay mi dios,Yandel,2016,0,0,2016-12-09,Latin,Pop,Spanish,,,,,
40520,Ayer,Gloria Estefan,1993,0,0,2012-07-11,Latin,Spanish,,,,,,
16028,Ayudala,Mari Trini,2001,0,0,2014-08-08,"Pop,Soft rock,Love",Spanish,,,,,,
16019,Ayúdame,Paulina Rubio,2006,0,0,2014-08-24,Latin,Spanish,,,,,,
33245,Azúcar Negra,Celia Cruz,1993,0,0,2013-07-30,Latin,World/Folk,Spanish,,,,,
22276,Azul,Ednita Nazario,2007,1,0,2016-03-31,"Soft rock,Duet",Spanish,,,,,,
22412,Azzurro,Adriano Celentano,1968,0,0,2012-09-23,Pop,Italian,,,,,,
39670,Azzurro (duet),Régine,2009,1,0,2013-09-23,"French pop,Duet,Pop",French,Italian,,,,,
51536,B 96,Silbermond,2015,0,0,2016-08-31,Pop,Alternative,German,,,,,
36230,B-I-N-G-O,Children's Chorus,2001,0,0,2011-05-31,Kids,English,,,,,,
21962,Ba moin en tibo,La Compagnie Créole,1976,0,0,2014-03-05,Zouk/Creole,Creole,,,,,,
19293,Ba-Ba-Banküberfall,Erste Allgemeine Verunsicherung,1985,0,0,2018-04-12,Schlager,80s,German,,,,,
5055,"Baa, Baa, Black Sheep",Nursery Rhyme,1806,0,0,2008-06-26,Kids,Traditionnal,English,,,,,
21777,Baba O'Riley,The Who,1971,0,0,2011-06-26,"Rock,TV & movie soundtrack",English,,,,,,
29756,Baba O'Riley (45 edit),The Who,1971,0,0,2012-04-23,Rock,English,,,,,,
44462,Babaji,Supertramp,1977,0,0,2013-07-16,Rock,Pop,English,,,,,
27965,Babalu,Desi Arnaz,1940,0,0,2013-12-07,Latin,Pop,Spanish,,,,,
55613,Babe,Sugarland,2018,1,0,2018-06-14,Pop,Country,Duet,English,,,,
29927,Babe,Styx,1979,0,0,2011-05-31,Pop,Rock,English,,,,,
20879,Babe,Take That,1993,0,0,2011-06-01,"Teen pop,Pop",English,,,,,,
19984,Babicka,Karel Gott,1979,0,0,2018-03-21,Schlager,German,,,,,,
50973,Babies Makin' Babies,Miranda Lambert,2014,0,0,2016-04-25,Country,English,,,,,,
48108,"Babkak, Omar, Aladdin, Kassim",Aladdin (Musical),2011,0,0,2016-02-25,Musical,Kids,English,,,,,
21964,Babooshka,Kate Bush,1980,0,0,2014-05-15,80s,Rock,Alternative,English,,,,
27935,Baby,Justin Bieber,2010,0,0,2011-05-30,Teen pop,English,,,,,,
53745,Baby,Bakermat,2017,0,0,2017-08-31,Electro,Dance,Soul,English,,,,
35766,Baby,Brandy,1995,0,0,2012-02-13,R&B,Pop,English,,,,,
36573,Baby,Glee,2011,0,0,2011-06-28,"TV & movie soundtrack,Pop",English,,,,,,
25593,Baby (You've Got What It Takes),Michael Bublé,2009,1,0,2011-05-30,Blues,Jazz,Duet,English,,,,
7118,Baby (You've Got What It Takes),Brook Benton,1960,1,0,2017-02-09,"Rock 'n Roll,Duet,Oldies",English,,,,,,
6091,Baby Baby,Amy Grant,1991,0,0,2011-10-02,80s,Pop,English,,,,,
33138,Baby Baby Baby,TLC,1992,0,0,2012-05-14,R&B,Pop,English,,,,,
14636,Baby Baby Baby,Joss Stone,2007,0,0,2011-05-31,Soul,English,,,,,,
55341,Baby Blue,Amigos,2017,0,0,2018-04-06,Schlager,German,,,,,,
34649,Baby Boy,C. Jérôme,1974,0,0,2016-09-23,French pop,French,,,,,,
25939,Baby By Me,50 Cent,2009,0,0,2013-12-03,Rap,R&B,English,,,,,
10919,Baby Come Back,Player,1977,0,0,2014-04-15,Love,English,,,,,,
25713,Baby Come Back,The Equals,1967,0,0,2011-05-30,"Rock 'n Roll,Rock",English,,,,,,
27399,Baby Come Back,Pato Banton,1994,0,0,2014-02-26,Reggae,Pop,English,,,,,
41288,Baby Come Home,Scissor Sisters,2012,0,0,2012-08-24,Pop,English,,,,,,
47381,Baby Come Over (This Is Our Night),Samantha Mumba,2001,0,0,2014-08-14,Pop,R&B,English,,,,,
16668,Baby Don't Get Hooked On Me,Mac Davis,1972,0,0,2011-06-03,"Soft rock,Country",English,,,,,,
37499,Baby Don't Go,Dwight Yoakam,1997,1,0,2013-11-01,Pop,Duet,Country,English,,,,
11428,Baby Don't Go,Sonny & Cher,1965,1,0,2013-12-04,Pop,Rock,Duet,English,,,,
48099,Baby Don't Lie,Gwen Stefani,2014,0,0,2016-02-25,Pop,English,,,,,,
25229,Baby Face,Dean Martin,1966,0,0,2011-05-30,Jazz,Oldies,English,,,,,
8944,Baby Girl,Sugarland,2004,0,0,2007-05-18,Country,English,,,,,,
14483,Baby Got Back,Sir Mix-a-Lot,1992,0,1,2011-05-31,Rap,English,,,,,,
30548,Baby Got Back,Richard Cheese,2002,0,0,2011-05-31,"Jazz,Soft rock",English,,,,,,
17612,Baby Hold On,Eddie Money,1978,0,0,2017-04-20,Rock,Pop,English,,,,,
47285,Baby I,Ariana Grande,2013,0,0,2014-09-03,"Teen pop,R&B,Pop",English,,,,,,
25575,Baby I Love You,Aretha Franklin,1967,0,0,2011-05-31,Soul,Funk,English,,,,,
21267,Baby I Love Your Way,Peter Frampton,1975,0,0,2012-10-22,Soft rock,English,,,,,,
31384,Baby I Need Your Lovin',Johnny Rivers,1967,0,0,2011-05-31,Love,Soul,English,,,,,
15793,Baby I Need Your Loving,The Four Tops,1964,0,0,2012-01-16,Pop,Rock,Oldies,English,,,,
24510,Baby I'm A Fool,Melody Gardot,2009,0,0,2011-05-31,Jazz,Love,English,,,,,
5399,Baby I'm Burning,Dolly Parton,1978,0,0,2018-01-17,Disco,Pop,Country,English,,,,
50882,Baby I'm Right,Darius Rucker,2015,1,0,2016-04-11,Country,Duet,English,,,,,
6893,Baby I'm Yours,Barbara Lewis,1966,0,0,2011-07-02,Oldies,Love,English,,,,,
44167,Baby I'm Yours,Breakbot,2012,0,0,2013-08-30,Electro,Funk,Disco,English,,,,
15216,Baby I'm-A Want You,Bread,1972,0,0,2013-01-02,Pop,Rock,English,,,,,
47986,Baby It's Cold Outside,Idina Menzel,2014,1,0,2014-11-18,Christmas,Jazz,Duet,English,,,,
38700,Baby It's Cold Outside,Glee,2010,0,0,2011-12-06,"Christmas,TV & movie soundtrack",English,,,,,,
7117,Baby It's You,The Shirelles,1961,0,0,2015-04-01,Soul,Oldies,Pop,English,,,,
21193,Baby It's You,The Beatles,1963,0,0,2013-07-22,Rock,Oldies,English,,,,,
14103,Baby Jane,Rod Stewart,1983,0,0,2014-07-05,Pop,Rock,80s,English,,,,
26947,Baby Lee,John Lee Hooker,1955,0,0,2011-05-30,Rock,Blues,Oldies,English,,,,
7646,Baby Let's Play House,Elvis Presley,1959,0,0,2018-01-19,"Rock 'n Roll,Blues",English,,,,,,
9495,Baby Likes To Rock It,The Tractors,1994,0,0,2014-06-28,"Rock 'n Roll,Country",English,,,,,,
5472,Baby Love,The Supremes,1964,0,0,2011-11-17,Pop,Soul,English,,,,,
25147,Baby Love,Mother's Finest,1998,0,0,2011-05-31,Funk,Rock,English,,,,,
45373,Baby Mine,Bette Midler,2005,0,0,2013-11-22,"Love,TV & movie soundtrack",English,,,,,,
23714,Baby Oh Baby,The Shells,1960,0,0,2012-02-09,Pop,English,,,,,,
26286,Baby Please Don't Go,The Amboy Dukes,1978,0,0,2012-04-02,Rock,English,,,,,,
55138,Baby Voulez Vous,Patrick Lindner,2018,1,0,2018-03-14,Schlager,Duet,Dance,German,,,,
13630,Baby When The Light,David Guetta,2007,0,0,2011-05-30,Dance,Electro,English,,,,,
41080,Baby Workout,Jackie Wilson,1963,0,0,2013-05-12,"Oldies,Rock 'n Roll,Pop",English,,,,,,
10476,Baby You're A Rich Man,The Beatles,1967,0,0,2016-01-10,Pop,English,,,,,,
11407,"Baby, I Love Your Way",Big Mountain,1994,0,0,2011-11-16,Reggae,English,,,,,,
