,title,artist,,,,,,,,,,,,
32175,Hold Me Close,David Essex,1975,0,0,2018-01-06,"Pop,Soft rock",English,,,,,,
25010,Hold Me Down,Tommy Lee,2002,0,0,2013-10-08,Hard/Metal,Rock,English,,,,,
9989,Hold Me Now,Thompson Twins,1980,0,0,2011-09-23,Pop,80s,English,,,,,
21048,Hold Me Now,Johnny Logan,1987,0,0,2016-06-05,"Soft rock,Love",English,,,,,,
21442,Hold Me Tight,The Beatles,1963,0,0,2011-05-30,Rock 'n Roll,English,,,,,,
5896,"Hold Me, Thrill Me, Kiss Me",Mel Carter,1965,0,0,2011-05-31,Love,Oldies,English,,,,,
30866,"Hold Me, Thrill Me, Kiss Me",Johnny Mathis,1977,0,0,2011-11-21,Oldies,Pop,English,,,,,
55489,Hold My Girl,George Ezra,2018,0,0,2018-05-14,Pop,Folk,English,,,,,
48917,Hold My Hand,Jess Glynne,2015,0,0,2015-04-21,Pop,Dance,Electro,English,,,,
9783,Hold My Hand,Hootie And The Blowfish,1992,0,0,2011-07-02,Pop,English,,,,,,
35130,Hold My Hand,Michael Jackson,2008,0,0,2011-05-31,Pop,R&B,English,,,,,
49165,Hold My Hand,Brandy Clark,2013,0,0,2015-06-09,Country,Love,Folk,English,,,,
32123,Hold My Hand,Sean Paul,2009,0,0,2016-03-24,Reggae,R&B,English,,,,,
35845,Hold My Heart,Sara Bareilles,2010,0,0,2011-05-31,Pop,Soul,English,,,,,
21657,Hold On,Wilson Phillips,1990,0,0,2011-05-30,"80s,Soft rock",English,,,,,,
41616,Hold On,Alabama Shakes,2012,0,0,2013-02-27,Rock,Blues,Soul,English,,,,
7631,Hold On,Santana,1993,0,0,2014-07-21,Pop,Rock,English,,,,,
23862,Hold On,The Secret Garden,1991,0,0,2012-01-06,Musical,English,,,,,,
20722,Hold On,Jonas Brothers,2007,0,0,2011-05-30,"Rock,Teen pop",English,,,,,,
12531,Hold On,KT Tunstall,2007,0,0,2011-05-31,Rock,Folk,English,,,,,
41106,Hold On,Good Charlotte,2004,0,0,2012-12-12,Alternative,Rock,English,,,,,
35877,Hold On,Jamie Walters,1995,0,0,2012-04-02,Pop,Rock,English,,,,,
39500,Hold On,Olly Murs,2010,0,0,2013-07-30,Pop,English,,,,,,
46115,Hold On,Colbie Caillat,2013,0,0,2014-02-05,Pop,English,,,,,,
50400,Hold On Forever,Rob Thomas,2015,0,0,2016-02-03,Pop,Rock,Folk,English,,,,
39350,Hold On Hope,Guided By Voices,2000,0,0,2012-03-05,Rock,Alternative,English,,,,,
44640,Hold On I'm Comin',Eric Clapton,2000,1,0,2013-09-10,Blues,Rock,Duet,English,,,,
52786,Hold On Loosely,38 Special,1981,0,0,2017-04-25,Rock,English,,,,,,
6399,Hold On My Heart,Genesis,1991,0,0,2014-04-03,Pop,Love,English,,,,,
20997,Hold On Tight,Electric Light Orchestra,1981,0,0,2014-04-03,Pop,Rock,English,French,,,,
9991,Hold On To The Nights,Richard Marx,1985,0,0,2011-07-09,Soft rock,English,,,,,,
48700,Hold On To Your Hat,Derek Ryan,2014,0,0,2015-03-27,Country,Celtic,English,,,,,
27082,"Hold On, I'm Comin'",Sam & Dave,1966,0,0,2012-02-07,Soul,English,,,,,,
44950,"Hold On, We're Going Home",Drake,2013,0,0,2013-09-10,R&B,80s,English,,,,,
35633,"Hold On, We're Going Home",Christina Grimmie,2014,0,0,2016-08-26,Pop,English,,,,,,
10907,Hold The Line,Toto,1978,0,0,2011-05-31,Rock,English,,,,,,
45525,Hold Tight,Justin Bieber,2013,0,0,2016-02-25,R&B,Pop,English,,,,,
44938,"Hold Tight, Hold Tight (Want Some Sea Food Mama)",The Andrews Sisters,1946,0,0,2013-11-22,Oldies,Jazz,Pop,English,,,,
34667,Hold Tight!,"Dave Dee, Dozy, Beaky, Mick & Tich",1966,0,0,2018-02-07,Pop,Rock,English,,,,,
26454,Hold Up A Light,Take That,2009,0,0,2011-05-30,"Teen pop,Pop",English,,,,,,
34938,Hold You,Gyptian,2010,0,0,2016-02-25,Reggae,English,,,,,,
33337,Hold You Tight,Tara Kemp,1991,0,0,2011-10-31,Pop,80s,English,,,,,
14979,Hold Your Head Up,Argent,1972,0,0,2012-06-15,Rock,English,,,,,,
52126,Holdin' Her,Chris Janson,2016,0,0,2016-12-22,Country,English,,,,,,
25789,Holdin' You,Gretchen Wilson,2005,0,0,2012-01-31,Country,English,,,,,,
7134,Holding Back The Years,Simply Red,1985,0,0,2011-05-30,"Pop,Soul,Soft rock",English,,,,,,
48827,Holding Back The Years,The Cooltrane Quartet,2007,0,0,2015-04-07,Jazz,Pop,English,,,,,
15623,Holding Her And Loving You,Earl Thomas Conley,1983,0,0,2017-01-19,"Country,Soft rock,Love",English,,,,,,
48247,Holding On To You,Miranda Lambert,2014,0,0,2015-01-16,Country,English,,,,,,
28014,Holding On To You,Twenty One Pilots,2012,0,0,2013-09-27,80s,Rock,Alternative,Rap,English,,,
47280,Holding Onto Heaven,Foxes,2011,0,0,2016-02-25,Pop,English,,,,,,
13868,Holding Out For A Hero,Bonnie Tyler,1984,0,0,2008-08-28,"Pop,80s,TV & movie soundtrack",English,,,,,,
24008,Holding Out For A Hero,Shrek,2004,0,0,2011-05-30,"Dance,TV & movie soundtrack,Pop",English,,,,,,
39238,Holding Out For A Hero (2011),Footloose,2011,0,0,2012-01-30,"TV & movie soundtrack,Country,Pop",English,,,,,,
43181,Holding Things Together,Merle Haggard,1974,0,0,2013-05-24,Country,English,,,,,,
27468,Hole,Kelly Clarkson,2007,0,0,2012-02-07,Pop,Rock,English,,,,,
31960,Hole Hearted,Extreme,1990,0,0,2011-10-31,Rock,Folk,English,,,,,
31016,Hole In My Soul,Aerosmith,1997,0,0,2011-05-31,Rock,English,,,,,,
5149,Hole In The Head,Sugababes,2004,0,0,2012-01-30,Dance,Pop,English,,,,,
44744,Holes,Passenger,2013,0,1,2013-10-22,Folk,Alternative,Rock,English,,,,
8997,Holes In The Floor Of Heaven,Steve Wariner,1998,0,0,2012-10-19,Country,English,,,,,,
6379,Holiday,Madonna,1983,0,0,2011-05-31,"Teen pop,80s",English,,,,,,
23977,Holiday,Dizzee Rascal,2009,0,0,2011-05-31,Dance,Rap,Electro,English,,,,
33371,Holiday In Spain,Counting Crows,2002,0,0,2014-09-15,Soft rock,English,,,,,,
29156,Holiday Road,Lindsey Buckingham,1983,0,0,2011-06-26,Pop,Rock,80s,English,,,,
12603,Holidays,Michel Polnareff,1972,0,0,2014-09-30,French pop,French,,,,,,
5629,Hollaback Girl,Gwen Stefani,2005,0,0,2007-05-04,R&B,Pop,Rap,English,,,,
35645,Hollandse Hit Klassiekers Medley,De Toppers,2007,0,0,2016-06-04,Schlager,Pop,Dutch,,,,,
48243,Holler,Spice Girls,2000,0,0,2018-02-16,"Teen pop,Pop",English,,,,,,
25674,Holler Back,The Lost Trailers,2008,0,0,2012-05-29,Country,English,,,,,,
50224,Hollow,Tori Kelly,2015,0,0,2016-02-23,Pop,English,,,,,,
21915,Hollow,Pantera,1992,0,0,2014-08-24,Hard/Metal,English,,,,,,
8199,Holly Holy,Neil Diamond,1969,0,0,2011-12-04,Rock,Oldies,English,,,,,
38594,Holly Jolly Christmas,Michael Bublé,2011,0,0,2011-11-25,Christmas,Pop,Jazz,English,,,,
6558,Holly Jolly Christmas,Burl Ives,1965,0,0,2011-12-27,Christmas,Pop,English,,,,,
54239,Holly Jolly Christmas,Idina Menzel,2014,0,0,2017-11-02,Christmas,Pop,English,,,,,
33541,Hollywood,Michael Bublé,2010,0,0,2011-05-30,Pop,English,,,,,,
27936,Hollywood,Marina and The Diamonds,2010,0,0,2011-07-30,Pop,Electro,English,,,,,
20729,Hollywood,Jonas Brothers,2007,0,0,2011-05-31,"Rock,Teen pop",English,,,,,,
36519,Hollywood Hills,Sunrise Avenue,2011,0,0,2012-07-21,Rock,Pop,English,,,,,
31315,Hollywood Nights,Bob Seger,1978,0,0,2011-12-27,Rock,English,,,,,,
48660,Hollywood Swinging,Kool And The Gang,1973,0,0,2015-04-04,Funk,Disco,Pop,English,,,,
49078,Holy Diver,Ronnie James Dio,1983,0,0,2015-05-27,Hard/Metal,Alternative,Rock,English,,,,
42281,Holy Ground,Taylor Swift,2012,0,0,2012-12-14,Pop,Rock,Country,English,,,,
15040,Holy Water,Bad Company,1990,0,0,2018-07-30,Hard/Metal,Rock,English,,,,,
11516,Holy Water,Big & Rich,2004,0,0,2012-03-11,Country,English,,,,,,
24202,"Holy, Holy, Holy",Gospel Singer,1861,0,0,2011-05-30,Gospel,Christian,English,,,,,
51889,Holz,257ers,2016,0,0,2016-10-31,Rap,Reggae,German,,,,,
24262,Homburg,Procol Harum,1967,0,0,2011-05-31,Pop,Rock,English,,,,,
35842,Home,Edward Sharpe & The Magnetic Zeros,2009,1,0,2011-12-21,Folk,Alternative,Duet,English,,,,
41213,Home,Phillip Phillips,2012,0,0,2012-08-15,Folk,English,,,,,,
11867,Home,Chris Daughtry,2006,0,0,2008-08-25,Rock,Pop,English,,,,,
37628,Home,Beauty and the Beast (musical),1994,0,0,2015-03-20,Musical,English,,,,,,
42070,Home,Marc Broussard,2004,0,0,2012-12-18,Blues,English,,,,,,
30658,Home,Glee,2010,0,0,2011-05-30,"TV & movie soundtrack,Pop",English,,,,,,
45019,Home,Gabrielle Aplin,2013,0,0,2014-05-16,Pop,Folk,English,,,,,
39752,Home,Dierks Bentley,2011,0,0,2013-04-19,Country,English,,,,,,
47331,Home,Dotan,2014,0,0,2014-09-01,Alternative,Pop,Rock,Folk,English,,,
17098,Home (Finale),The Wiz,1975,0,0,2011-05-31,"Musical,TV & movie soundtrack,Soul",English,,,,,,
50738,Home Again,Carole King,1971,0,0,2016-02-23,"Folk,Soft rock",English,,,,,,
39404,Home Again,Michael Kiwanuka,2012,0,0,2016-02-25,Soul,Folk,English,,,,,
45072,Home Again,Elton John,2013,0,0,2013-10-08,Pop,English,,,,,,
10493,Home Ain't where His Heart Is (Anymore),Shania Twain,1996,0,0,2018-03-19,Country,English,,,,,,
50373,Home Alone Tonight,Luke Bryan,2015,0,0,2016-04-08,Pop,Rock,Country,English,,,,
45070,Home Before Dark,Neil Diamond,2008,0,0,2013-09-27,"Folk,Rock,Country,Soft rock",English,,,,,,
18075,Home by the Sea,Genesis,1983,0,0,2011-05-31,Pop,Rock,English,,,,,
46406,Home From The Sea,Derek Ryan,2011,0,0,2014-04-10,Celtic,Country,English,,,,,
41278,Home Is Where The Heart Is,Elvis Presley,1962,0,0,2012-10-30,"Oldies,TV & movie soundtrack,Pop",English,,,,,,
27977,Home Is Where The Heart Is,Lady Antebellum,2008,0,0,2011-05-30,Country,English,,,,,,
34609,Home Of The Brave,Toto,1988,0,0,2011-05-31,Pop,Rock,English,,,,,
54488,Home On Christmas Day,Kristin Chenoweth,2008,0,0,2017-12-12,Christmas,Pop,English,,,,,
30034,Home On The Range,1800s Standards,1873,0,0,2011-05-31,Christian,English,,,,,,
41344,Home Run,Misha B,2012,0,0,2013-07-26,R&B,Electro,English,,,,,
46165,Home Sweet Home,Mötley Crüe,1985,0,0,2014-02-05,Hard/Metal,Rock,English,,,,,
47826,Home Sweet Home,Justin Moore,2014,1,0,2014-11-20,Country,Duet,English,,,,,
23349,Home Sweet Home,Carrie Underwood,2009,0,0,2011-05-30,Pop,Rock,Country,English,,,,
29305,Home Sweet Home,1800s Standards,1823,0,0,2011-05-30,Christian,English,,,,,,
41269,Home Sweet Home,The Farm Inc.,2011,0,0,2012-08-23,Country,English,,,,,,
50756,Home To Aherlow,Nathan Carter,2011,0,0,2016-03-15,Celtic,Country,English,,,,,
50723,Home to Donegal,Nathan Carter,2015,0,0,2016-03-15,Love,Celtic,English,,,,,
32270,Home To Louisiana,Ann Tayler,2003,0,0,2011-05-31,Country,English,,,,,,
47158,Homecoming Queen,Hinder,2007,0,0,2014-07-05,Rock,English,,,,,,
48677,Homegrown,Zac Brown Band,2015,0,0,2015-02-24,Country,English,,,,,,
48456,Homegrown Honey,Darius Rucker,2014,0,0,2015-01-22,Country,Pop,English,,,,,
54085,Homeland,Derek Ryan,2017,0,0,2017-10-18,Country,Celtic,English,,,,,
48887,Homeless,Marina Kaye,2014,0,0,2015-04-21,Pop,Dance,English,,,,,
20441,Homeless,Leona Lewis,2007,0,0,2008-08-28,Pop,English,,,,,,
49201,Homeless (Acoustic),Marina Kaye,2015,0,0,2015-07-02,Pop,English,,,,,,
21769,Homely Girl,UB40,1989,0,0,2014-11-14,Reggae,English,,,,,,
53218,Hometown Girl,Josh Turner,2016,0,0,2017-06-19,Country,English,,,,,,
17498,Hometown Glory,Adele,2008,0,0,2011-05-30,Pop,English,,,,,,
45260,Hometown Glory,Olympe,2013,1,0,2013-12-08,Pop,Duet,English,,,,,
5596,Homewrecker,Gretchen Wilson,2004,0,0,2012-06-28,Country,English,,,,,,
12064,Homme Sweet Homme,Zazie,1996,0,0,2012-05-07,French pop,French,,,,,,
53979,Honest,The Chainsmokers,2017,0,0,2017-09-20,Pop,English,,,,,,
29043,Honestly,Cartel,2006,0,0,2012-06-01,Rock,Pop,English,,,,,
30708,Honestly,Zwan,2002,0,0,2012-06-15,Rock,English,,,,,,
38788,Honestly,Kelly Clarkson,2011,0,0,2013-06-13,Pop,Rock,English,,,,,
5094,Honesty,Billy Joel,1978,0,0,2011-06-01,"Soft rock,Love",English,,,,,,
13852,Honey,Bobby Goldsboro,1968,0,0,2011-05-30,Country,Love,Pop,English,,,,
21643,Honey,Mariah Carey,1997,0,0,2011-05-31,Pop,R&B,English,,,,,
55467,Honey (Open That Door),Ricky Skaggs,1984,0,0,2018-05-24,Country,English,,,,,,
36796,Honey Bee,Blake Shelton,2011,0,0,2011-09-18,Country,English,,,,,,
43374,Honey Come Back,Glen Campbell,1970,0,0,2018-02-07,Country,Love,English,,,,,
21571,Honey Don't,The Beatles,1964,0,0,2011-05-30,Rock 'n Roll,English,,,,,,
48797,Honey I'm Good,Andy Grammer,2014,0,0,2015-05-12,Pop,English,,,,,,
50208,Honey I'm Good,Ritchie Remo,2014,0,0,2016-01-10,Country,Celtic,English,,,,,
9174,Honey I'm Home,Shania Twain,1997,0,0,2016-03-25,Country,Rock,English,,,,,
21448,Honey Pie,The Beatles,1968,0,0,2011-12-18,Pop,English,,,,,,
35144,Honey To The Bee,Billie Piper,1998,0,0,2012-03-05,Pop,English,,,,,,
20691,"Honey, Honey",ABBA,1974,0,0,2016-03-21,Pop,English,,,,,,
16313,Honeycomb,Jimmie Rodgers,1957,0,0,2011-08-05,Pop,Oldies,English,,,,,
45301,Honeymoon Avenue,Ariana Grande,2013,0,0,2013-12-18,"R&B,Teen pop,Pop,Soul",English,,,,,,
41206,Honeysuckle Rose,Ella Fitzgerald,1979,0,0,2012-08-09,Jazz,English,,,,,,
41894,Honeysuckle Rose,Eva Cassidy,1998,0,0,2012-11-11,Jazz,English,,,,,,
53470,Hong Kong Garden,Siouxsie & The Banshees,1978,0,0,2017-11-08,Punk/Grunge,Alternative,English,,,,,
5789,Honk If You Honky Tonk,George Strait,2003,0,0,2012-02-22,Country,English,,,,,,
17620,Honky Cat,Elton John,1972,0,0,2011-11-16,"Pop,Rock 'n Roll",English,,,,,,
24228,Honky Cat (45 edit),Elton John,1972,0,0,2011-11-09,"Pop,Rock 'n Roll",English,,,,,,
5913,Honky Tonk Attitude,Joe Diffie,1993,0,0,2015-04-17,Country,English,,,,,,
5661,Honky Tonk Badonkadonk,Trace Adkins,2005,0,0,2012-01-23,Country,Rock,English,,,,,
56009,Honky Tonk Blues,Waylon Jennings,1982,0,0,2018-08-21,Country,Blues,English,,,,,
6647,Honky Tonk Blues,Pirates Of The Mississippi,1990,0,0,2016-09-20,Country,Rock,English,,,,,
49566,Honky Tonk Blues,Miranda Lambert,2003,0,0,2015-08-24,Country,Folk,Rock,Pop,English,,,
53033,Honky Tonk Crazy,George Strait,1982,0,0,2017-05-18,Country,English,,,,,,
55609,Honky Tonk Highway,Luke Combs,2017,0,0,2018-06-22,Country,Rock,English,,,,,
42287,Honky Tonk Man,Dwight Yoakam,1986,0,0,2013-01-17,Country,English,,,,,,
45499,Honky Tonk Stomp,Brooks & Dunn,2009,0,0,2013-11-22,Country,Rock,English,,,,,
47779,Honky Tonk Walkin',The Kentucky Headhunters,1992,0,0,2014-10-30,Country,Rock,English,,,,,
46304,Honky Tonk Woman,Jerry Lee Lewis,2006,1,0,2014-03-05,"Rock 'n Roll,Duet",English,,,,,,
11370,Honky Tonk Women,The Rolling Stones,1969,0,0,2007-08-14,Rock,Country,English,,,,,
10925,Honky Tonkin's What I Do Best,Marty Stuart,1996,1,0,2018-01-12,Country,Duet,English,,,,,
52619,Honky-Tonk Man,Johnny Horton,1962,0,0,2017-02-21,Country,English,,,,,,
48170,Honkytonk Life,Darryl Worley,2009,0,0,2015-01-12,Country,English,,,,,,
47671,Hoochie Coochie Man,Eric Clapton,1994,0,0,2014-10-30,Blues,Rock,English,,,,,
19045,Hoochie Coochie Man,Muddy Waters,1954,0,0,2012-11-06,Blues,English,,,,,,
52357,Hoochie Coochie Man,The Jeff Healey Band,2009,0,0,2017-01-16,Blues,Rock,English,,,,,
43326,"Hoofd, schouders, knie en teen",Minidisco,1999,0,0,2013-05-21,Kids,Schlager,Dutch,,,,,
42551,Hoogste tijd,André Hazes,1990,0,0,2013-02-18,Schlager,Dutch,,,,,,
32722,Hooked On A Feeling,Blue Swede,1974,0,0,2011-05-30,Pop,Rock,English,,,,,
8887,Hooked On A Feeling,B. J. Thomas,1968,0,0,2011-05-31,Oldies,Rock,English,,,,,
41449,Hooked On A Feeling,Vonda Shepard,1998,0,0,2012-08-16,"TV & movie soundtrack,Pop",English,,,,,,
43318,Hoop liefde en vertrouwen,Jan Smit,2012,0,0,2013-04-25,Pop,Dutch,,,,,,
8204,Hooray For Hollywood,Hollywood Hotel,1959,0,0,2011-05-30,Musical,Jazz,English,,,,,
33408,Hooray! Hooray! It's A Holi-Holiday,Boney M.,1979,0,0,2014-02-26,Disco,English,,,,,,
40969,Hope,Emeli Sandé,2012,0,0,2012-07-06,Soul,English,,,,,,
27422,Hope Has A Place,Enya,1995,0,0,2011-09-26,Pop,Christian,English,,,,,
13581,Hope of Deliverance,Paul McCartney,1993,0,0,2013-07-19,Folk,Rock,English,,,,,
42292,Hope On The Rocks,Toby Keith,2012,0,0,2013-01-21,Country,English,,,,,,
7638,Hope You're Feeling Better,Santana,1970,0,0,2018-01-29,Rock,English,,,,,,
47494,Hopeful,Bars and Melody,2014,0,0,2016-02-25,"Teen pop,Rap,Pop",English,,,,,,
44347,Hopeless,Train,1999,0,0,2013-07-11,Soft rock,English,,,,,,
51545,Hopeless Romantic,Meghan Trainor,2016,0,0,2016-08-30,Pop,English,,,,,,
14059,Hopelessly Devoted To You,Grease,1978,0,0,2008-08-25,"Musical,TV & movie soundtrack,Pop",English,,,,,,
42602,Hopelessly Devoted To You,Glee,2012,0,0,2013-03-13,"TV & movie soundtrack,Pop,Oldies",English,,,,,,
42543,Hopeloos,Stef Ekkel,2010,0,0,2013-02-12,Schlager,Dutch,,,,,,
25988,Hopes & Fears,Will Young,2009,0,0,2012-06-09,"Pop,Soft rock",English,,,,,,
32176,Hoppipolla,Sigur Ros,2005,0,0,2016-02-25,Alternative,World/Folk,Other,,,,,
19738,Hör Gut Zu,Pur,1993,0,0,2016-04-05,Pop,Rock,German,,,,,
26520,Horizont,Udo Lindenberg,1986,0,0,2013-02-27,Pop,80s,German,,,,,
45366,"Horse It Into Ya, Cynthia",Conal Gallen,2013,0,0,2013-11-06,Humour,English,,,,,,
18147,Hosanna,Jesus Christ Superstar,1973,0,0,2018-08-24,"Musical,TV & movie soundtrack,Rock",English,,,,,,
24203,"Hosanna, Loud Hosanna",Gospel Singer,1868,0,0,2011-05-30,Gospel,Christian,English,,,,,
13737,Hot,Avril Lavigne,2007,0,0,2011-05-31,"Teen pop,Rock",English,,,,,,
29250,Hot (Play & Win Radio Version),Inna,2008,0,0,2011-05-31,Dance,Pop,English,,,,,
25756,Hot As Ice,Britney Spears,2007,0,0,2011-05-31,Pop,English,,,,,,
39225,Hot Blooded,Foreigner,1978,0,0,2012-01-31,Rock,Hard/Metal,English,,,,,
35381,Hot Boyz,Missy Elliott,2000,0,1,2013-12-03,Rap,R&B,English,,,,,
24263,Hot Child In The City,Nick Gilder,1978,0,0,2011-05-31,Rock,English,,,,,,
34098,Hot Diggity (Dog Ziggity Boom),Perry Como,1956,0,0,2018-09-12,Pop,English,,,,,,
5403,Hot Fudge,Robbie Williams,2003,0,0,2011-05-30,Pop,Rock,English,,,,,
25252,Hot Fun In The Summertime,Sly And The Family Stone,1969,0,0,2011-05-30,Soul,English,,,,,,
30867,Hot Girls in Love,Loverboy,1983,0,0,2011-05-31,Rock,Pop,English,,,,,
6351,Hot Hot Hot,Buster Poindexter,1987,0,0,2007-07-31,Zouk/Creole,English,,,,,,
6635,Hot Hot Hot,Arrow,1987,0,0,2011-05-31,Zouk/Creole,Pop,English,,,,,
6863,Hot In Herre,Nelly,2002,0,1,2011-11-28,R&B,Rap,English,,,,,
20746,Hot in the City,Billy Idol,1982,0,0,2012-03-05,Rock,80s,English,,,,,
21736,Hot Legs,Rod Stewart,1978,0,0,2011-07-18,"Rock 'n Roll,Rock,Blues",English,,,,,,
24264,Hot Like Fire,Jessica Simpson,2001,0,0,2012-06-01,Pop,Electro,English,,,,,
32970,Hot Love,T. Rex,1971,0,0,2012-01-05,Rock,English,,,,,,
5750,Hot Mama,Trace Adkins,2003,0,0,2017-09-21,Country,English,,,,,,
40255,Hot Right Now,DJ Fresh,2012,0,0,2012-12-07,Electro,Pop,English,,,,,
36728,Hot Rod Heart,John Fogerty,1997,0,0,2011-06-28,Rock,English,,,,,,
15399,Hot Rod Lincoln,Commander Cody And His Lost Planet Airmen,1971,0,0,2018-02-13,Country,English,,,,,,
5408,Hot Stuff,Donna Summer,1979,0,0,2011-05-30,Disco,Pop,English,,,,,
51977,Hot Stuff,Groove Da Praia,2005,0,0,2016-11-09,Latin,Jazz,English,,,,,
13623,Hot Stuff (Let's Dance),Craig David,2007,0,0,2011-05-31,R&B,Pop,English,,,,,
20078,Hot Summer Night (Oh la la la),David Tavaré,2008,0,0,2011-05-31,Dance,Spanish,English,,,,,
53587,Hot2touch,Felix Jaehn,2017,0,0,2017-08-16,Electro,English,,,,,,
38307,Hôtel des Caravelles,Julien Clerc,2011,0,0,2014-08-08,French pop,French,,,,,,
55658,Hotel Key,Old Dominion,2017,0,0,2018-06-28,Rock,Pop,English,,,,,
24209,Hotel Room Service,Pitbull,2009,0,0,2011-05-31,Electro,Rap,Dance,English,,,,
12179,Hotel Song,Regina Spektor,2006,0,0,2011-09-19,Soft rock,English,,,,,,
50178,Hotline Bling,Drake,2015,0,0,2016-02-01,R&B,English,,,,,,
51440,Hotline Bling,Disclosure,2015,0,0,2016-08-26,Dance,Electro,English,,,,,
51379,Hotline Bling,Postmodern Jukebox,2016,0,0,2016-07-04,Jazz,English,,,,,,
55430,Hotter Than Hell,Dua Lipa,2016,0,0,2018-05-30,Pop,Electro,English,,,,,
42044,Hottest Girl In the World,JLS,2012,0,0,2016-02-25,"Teen pop,R&B",English,,,,,,
25012,Hottest Thing,Usher,2002,0,0,2014-12-03,R&B,English,,,,,,
38774,Hou je dan nog steeds van mij,Jan Smit,2011,0,0,2016-06-05,Schlager,Dutch,,,,,,
51429,Hou me vast,Tino Martin,2016,0,0,2016-07-22,Schlager,Love,Dutch,,,,,
22116,Hou me vast,Ruth Jacott,2005,0,0,2011-12-30,"Soft rock,Pop",Dutch,,,,,,
44283,Hou me vast (want ik val),Rob de Nijs,1981,0,0,2013-08-10,"Soft rock,Pop",Dutch,,,,,,
45243,Hou Van Mij,Rein Mercha,2013,0,0,2014-03-05,Schlager,Dutch,,,,,,
10611,Hound Dog,Elvis Presley,1956,0,0,2007-09-25,Oldies,Rock,English,,,,,
33186,Hound Dog,Grease,1978,0,0,2015-02-06,"Rock 'n Roll,TV & movie soundtrack,Musical",English,,,,,,
11140,Hound Dog (Live),Elvis Presley,1955,0,0,2011-05-31,Rock 'n Roll,English,,,,,,
32512,House At Pooh Corner,Loggins and Messina,1974,0,0,2011-05-30,Pop,English,,,,,,
28112,House For Sale,Lucifer,1974,0,0,2011-05-31,"Pop,Soft rock",English,,,,,,
29660,House Of A Thousand Dreams,Martina McBride,2007,0,0,2011-10-20,Country,English,,,,,,
32234,House of Fun,Madness,1982,0,0,2017-08-14,Ska,Rock,English,,,,,
50851,House Of Gold,Twenty One Pilots,2013,0,0,2016-04-11,Pop,Rock,English,,,,,
5037,House of the Rising Sun,Traditional,1700,0,0,2008-06-26,Traditionnal,Blues,Rock,English,,,,
11289,House Of The Rising Sun,The Animals,1964,0,0,2007-06-11,Rock,Blues,English,,,,,
48400,House Of The Rising Sun,Five Finger Death Punch,2014,0,0,2015-02-10,Hard/Metal,Alternative,English,,,,,
37752,House Of The Rising Sun,Haley Reinhart,2011,0,0,2014-02-07,Blues,Rock,English,,,,,
26244,House Of The Rising Sun,Toto,2002,0,0,2011-05-31,Pop,Rock,English,,,,,
50689,House On Fire,Sia,2016,0,0,2016-03-24,Pop,English,,,,,,
49677,House Party,Sam Hunt,2014,0,0,2015-10-05,Pop,Folk,English,,,,,
38826,Housewife,Jay Brannan,2008,0,1,2013-08-02,Folk,Pop,English,,,,,
35961,Housewife's Lament,1950s Standards,1952,0,0,2011-05-31,Oldies,Folk,English,,,,,
38524,Housewife's Prayer,Pistol Annies,2011,0,0,2013-03-31,Country,English,,,,,,
28937,Houston,Dean Martin,1965,0,0,2011-05-31,Country,Oldies,English,,,,,
25173,How 'bout Them Cowgirls,George Strait,2006,0,0,2012-03-21,Country,English,,,,,,
37429,How 'Bout Us,Champaign,1981,0,0,2018-02-15,Soul,Pop,English,,,,,
15676,How 'Bout You,Eric Church,2006,0,0,2013-03-12,"Folk,Soft rock,Country",English,,,,,,
24875,How 'Bout You Don't,The Lost Trailers,2008,0,0,2012-06-01,"Country,Soft rock",English,,,,,,
25382,How About You,Staind,2003,0,0,2011-07-30,Rock,English,,,,,,
8402,How Am I Doin',Dierks Bentley,2003,0,0,2012-10-07,Country,English,,,,,,
6104,How Am I Supposed to Live Without You,Michael Bolton,1989,0,0,2007-06-04,Love,Pop,English,,,,,
10220,How Bizarre,OMC,1992,0,0,2015-08-03,Pop,Rock,English,,,,,
26745,How Blue,Reba McEntire,1984,0,0,2011-05-30,Country,English,,,,,,
29307,How Can I Be Sure,The Rascals,1967,0,0,2011-06-10,"Rock 'n Roll,Jazz",English,,,,,,
23865,How Can I Ease The Pain,Lisa Fischer,1991,0,0,2011-05-30,Soul,Love,English,,,,,
43884,How Can I Keep From Singing?,Eva Cassidy,1998,0,0,2013-07-01,Soul,Blues,Gospel,English,,,,
6130,How Can We Be Lovers?,Michael Bolton,1989,0,0,2017-05-29,Pop,Rock,English,,,,,
42601,How Come You're Not Here,Pink,2012,0,0,2013-03-29,Pop,Rock,English,,,,,
10297,"How Come, How Long",Babyface,1996,1,0,2012-01-22,Pop,Soul,Duet,English,,,,
9523,How Could An Angel Break My Heart,Toni Braxton,1996,0,0,2011-05-31,Soft rock,English,,,,,,
43707,How Could I Love Her So Much,Nathan Carter,2010,0,0,2013-07-12,Celtic,Country,English,,,,,
