,title,artist,,,,,,,,,,,,
28610,Pink Guitar,Reba McEntire,2009,0,0,2011-05-31,Country,Rock,English,,,,,
41576,Pink Houses,John Mellencamp,1983,0,0,2012-08-30,Rock,Pop,English,,,,,
53606,Pink Sunglasses,Miranda Lambert,2016,0,0,2017-10-02,Country,Pop,Rock,English,,,,
47958,Pirate,Kasalla,2011,0,0,2017-11-29,Schlager,German,,,,,,
43140,Pirate Flag,Kenny Chesney,2013,0,0,2013-04-12,Country,English,,,,,,
39639,Piraten wie wir,Andrea Berg,2011,0,0,2016-02-19,Schlager,German,,,,,,
52527,Pisser debout,GiedRé,2014,0,1,2017-02-14,"Humour,French pop,Folk",French,,,,,,
14605,Più bella cosa,Eros Ramazzotti,1996,0,0,2011-05-31,Pop,Italian,,,,,,
31523,Più Che Puoi,Eros Ramazzotti,2001,1,0,2011-05-31,Duet,Pop,Love,Italian,,,,
24789,Pizza Song,Children's Chorus,2008,0,0,2012-03-05,Kids,English,,,,,,
27974,Pizziricco,The Mavericks,1995,0,0,2011-05-31,Country,English,,,,,,
41334,Place de la République,Coeur de pirate,2011,0,0,2016-06-05,French pop,French,,,,,,
50422,Place de mon coeur,Eiffel,2012,0,0,2017-10-02,"Rock,French pop",French,,,,,,
5115,Place des grands hommes,Patrick Bruel,1989,0,0,2013-12-09,French pop,French,,,,,,
49001,Place des grands hommes (Live 2014),Patrick Bruel,2014,0,0,2015-05-20,French pop,French,,,,,,
46825,Place des grands hommes (Live),Patrick Bruel,2007,0,0,2014-07-16,French pop,French,,,,,,
45519,Place To Hide,Lucie Silvas,2006,0,0,2013-11-22,Pop,Love,English,,,,,
27035,Place Your Hands,Reef,1996,0,0,2011-12-23,Rock,English,,,,,,
11304,Places I've Never Been,Mark Wills,1996,0,0,2015-08-09,Country,English,,,,,,
52876,Planet Earth,Duran Duran,1981,0,0,2018-03-06,80s,Disco,English,,,,,
12132,Plantation,Kana,2002,0,0,2017-03-10,"Reggae,French pop",French,,,,,,
47464,Platinum,Miranda Lambert,2014,0,0,2014-09-12,Country,English,,,,,,
7802,Play,Jennifer Lopez,2001,0,0,2011-12-04,R&B,English,,,,,,
47790,Play Ball,AC/DC,2014,0,0,2014-11-06,Hard/Metal,English,,,,,,
40670,Play Dead,Björk,1993,0,0,2012-12-07,Alternative,Electro,Pop,English,,,,
41910,Play Hard,David Guetta,2012,0,0,2014-08-24,Dance,Electro,English,,,,,
44377,Play Hard (New Edit),David Guetta,2013,0,0,2013-07-25,Dance,Electro,English,,,,,
46694,Play It Again,Luke Bryan,2013,0,0,2014-05-12,Country,English,,,,,,
44437,Play It Again,Becky G,2013,0,0,2016-02-25,"Rap,Teen pop",English,,,,,,
6917,Play Me,Neil Diamond,1972,0,0,2012-04-20,Soft rock,English,,,,,,
52275,Play Me the Waltz of the Angels,Owen Mac,2016,0,0,2017-01-13,Country,English,,,,,,
50588,Play My Drum,Sandra Lyng,2015,0,0,2016-03-02,Dance,Electro,English,,,,,
29098,Play My Funk,Simple E,1994,0,0,2012-08-23,Rap,R&B,English,,,,,
20718,Play My Music,Camp Rock,2008,0,0,2015-04-15,"Rock,Teen pop",English,,,,,,
26775,Play On,Carrie Underwood,2009,0,0,2011-05-30,Country,Pop,English,,,,,
5641,Play Something Country,Brooks & Dunn,2005,0,0,2011-12-15,Country,Blues,English,,,,,
14466,Play That Funky Music,Wild Cherry,1976,0,0,2008-08-25,Funk,English,,,,,,
34566,Play That Funky Music,Vanilla Ice,1990,0,0,2013-12-03,Rap,English,,,,,,
33355,Play That Funky Music,Adam Lambert,2009,0,0,2011-10-28,Pop,Funk,Rock,English,,,,
52492,Play That Song,Train,2016,0,0,2017-02-10,Pop,Rock,English,,,,,
21212,Play The Game,Queen,1980,0,0,2018-03-21,Rock,Pop,English,,,,,
22974,Play The Song,Joey + Rory,2009,0,0,2011-05-31,Country,English,,,,,,
32475,Play with Fire,The Rolling Stones,1965,0,0,2011-12-18,Pop,Rock,English,,,,,
23385,Play With Fire,Hilary Duff,2006,0,0,2012-03-05,"Teen pop,Dance",English,,,,,,
5677,Playboys Of The Southwestern World,Blake Shelton,2003,0,0,2013-07-01,Country,English,,,,,,
30886,Player's Anthem,Junior M.A.F.I.A.,1995,0,0,2013-12-07,Rap,English,,,,,,
48721,Playing To Win,Little River Band,1984,0,0,2015-03-26,Pop,Rock,80s,English,,,,
46913,Playing Tricks,Nashville,2013,0,0,2014-06-28,"TV & movie soundtrack,Country",English,,,,,,
27109,Playing With Fire,N-Dubz,2010,0,0,2011-05-31,Pop,English,,,,,,
42660,Playing With Fire,Plan B,2012,0,0,2016-02-25,Rap,Soul,English,,,,,
33911,Pleasant Valley Sunday,The Monkees,1967,0,0,2011-05-30,Rock,English,,,,,,
50061,Please,Rod Stewart,2015,0,0,2016-07-11,Rock,Blues,English,,,,,
27261,Please Be Kind,Frank Sinatra,1962,0,0,2011-05-30,Jazz,Oldies,English,,,,,
24575,Please Be Mine,Jonas Brothers,2004,0,0,2013-11-29,"Soft rock,Teen pop",English,,,,,,
39770,Please Come Home For Christmas,The Eagles,1978,0,0,2012-12-19,Christmas,Blues,Rock,English,,,,
13314,Please Come Home for Christmas,Bon Jovi,1992,0,0,2007-12-18,Christmas,Blues,English,,,,,
45577,Please Come Home For Christmas,Martina McBride,2011,0,0,2013-12-04,Christmas,Blues,English,,,,,
45770,Please Come Home For Christmas (Bells Will Be Ringing),Kelly Clarkson,2013,0,0,2013-12-23,Christmas,Blues,Pop,English,,,,
15485,Please Come To Boston,Dave Loggins,1974,0,0,2012-08-20,"Soft rock,Country",English,,,,,,
44344,Please Don't Ask Me,John Farnham,1980,0,0,2013-08-15,"Pop,Soft rock",English,,,,,,
43631,Please Don't Go,KC & The Sunshine Band,1979,0,0,2013-05-06,Soul,Pop,English,,,,,
51099,Please Don't Go,Joel Adams,2015,0,0,2016-06-05,Pop,English,,,,,,
34855,Please Don't Go,No Mercy,1997,0,0,2012-01-05,Electro,Pop,English,,,,,
35670,Please Don't Go,Mike Posner,2010,0,0,2011-05-31,Pop,Electro,English,,,,,
22099,Please Don't Leave Me,Pink,2008,0,0,2011-05-31,Pop,Rock,English,,,,,
32509,Please Don't Let Me Go,Olly Murs,2010,0,0,2011-05-31,Pop,English,,,,,,
42664,Please Don't Say You Love Me,Gabrielle Aplin,2012,0,0,2013-08-10,Folk,Pop,English,,,,,
10851,Please Don't Stop Loving Me,Elvis Presley,1966,0,0,2017-10-11,Rock,English,,,,,,
22491,Please Don't Stop The Rain,James Morrison,2009,0,0,2013-02-22,Pop,Rock,English,,,,,
29099,Please Don't Talk About Me When I'm Gone,Dean Martin,1960,0,0,2011-05-30,Jazz,Oldies,English,,,,,
33015,Please Don't Tease,Cliff Richard,1960,0,0,2016-06-06,Rock 'n Roll,English,,,,,,
6523,Please Forgive Me,Bryan Adams,1993,0,0,2007-05-05,Soft rock,English,,,,,,
42628,Please Forgive Me,David Gray,1999,0,0,2016-06-06,Pop,Rock,Electro,Alternative,English,,,
31469,Please Forgive Me (45 edit),Bryan Adams,1993,0,0,2011-11-25,Rock,Pop,English,,,,,
28553,Please Let Me Love You,The Paragons,1957,0,0,2013-11-12,Oldies,Rock,Jazz,English,,,,
17169,Please Love Me Forever,Bobby Vinton,1967,0,0,2017-03-13,Love,English,,,,,,
9014,Please Mr. Postman,The Carpenters,1975,0,0,2012-02-22,Oldies,English,,,,,,
17519,Please Mr. Postman,The Marvelettes,1961,0,0,2011-05-31,Oldies,English,,,,,,
21468,Please Mr. Postman,The Beatles,1963,0,0,2011-05-30,"Rock 'n Roll,Pop",English,,,,,,
18283,Please Mr. Sun,Johnnie Ray,1952,0,0,2012-04-23,Pop,Oldies,English,,,,,
21187,Please Please Me,The Beatles,1963,0,0,2013-03-15,Rock,Oldies,English,,,,,
23467,Please Please Please,Sasha,2009,0,0,2011-05-30,Pop,Rock,English,,,,,
20715,Please Please Please,Fiona Apple,2005,0,0,2011-06-01,Alternative,Pop,Rock,English,,,,
5274,Please Remember,LeAnn Rimes,2000,0,0,2015-03-25,"Love,Soft rock",English,,,,,,
8438,Please Remember Me,Tim McGraw,1999,0,0,2015-04-17,Country,English,,,,,,
44367,Please Send Me Someone To Love,B.B. King,1965,1,0,2013-10-24,Blues,Soul,Duet,English,,,,
41465,Please Send Me Someone To Love,Sade,1994,0,0,2013-07-30,Blues,Soul,English,,,,,
51483,Please Tell Rosie,Alle Farben,2016,0,0,2016-08-12,Electro,Dance,English,,,,,
14817,"Please, Help Me, I'm Falling (In Love With You)",Hank Locklin,1960,0,0,2012-08-24,Country,English,,,,,,
36890,"Please, Mr. Jailer",Cry-Baby,1990,0,0,2013-07-16,"TV & movie soundtrack,Musical",English,,,,,,
46602,"Please, Please",McFly,2006,0,0,2014-04-10,Pop,Rock,English,,,,,
22136,"Please, Please, Please",James Brown,1956,0,0,2011-05-30,Soul,Oldies,English,,,,,
40664,"Please, Please, Please Let Me Get What I Want",The Smiths,1984,0,0,2014-03-27,Alternative,Rock,English,,,,,
39204,"Please, Please, Please Let Me Get What I Want",Slow Moving Millie,2011,0,0,2014-03-27,Alternative,Pop,English,,,,,
30269,Pleasure,The Soup Dragons,1993,0,0,2011-12-26,Pop,Rock,English,,,,,
53034,Pledge Allegiance to the Hag,Eric Church,2006,0,0,2017-05-25,Country,English,,,,,,
7351,Pledging My Love,Elvis Presley,1977,0,0,2015-08-04,"Love,Pop,Rock 'n Roll",English,,,,,,
9056,Pledging My Love,Johnny Ace,1955,0,0,2011-12-10,Oldies,English,,,,,,
24121,Pleure pas boulou,Pierre Bachelet,1989,0,0,2011-05-31,French pop,French,,,,,,
18432,Pleurer des rivières,Viktor Lazlo,1985,0,0,2011-06-03,"French pop,Jazz",French,,,,,,
27115,Plus bleu que le bleu de tes yeux,Daniel Guichard,1975,0,0,2011-12-04,French pop,French,,,,,,
38887,Plus bleu que tes yeux,Charles Aznavour,1997,1,0,2012-01-25,"French pop,Duet",French,,,,,,
26494,Plus bleu que tes yeux,Edith Piaf,1951,0,0,2011-08-29,French pop,French,,,,,,
38934,Plus jamais,Jean-Luc Lahaye,1984,0,0,2016-02-25,French pop,French,,,,,,
30943,Plus je t'embrasse,Blossom Dearie,1958,0,0,2016-06-21,Jazz,French,,,,,,
49308,Plus je t'embrasse,Lio,1983,0,0,2015-06-24,"French pop,Jazz",French,,,,,,
49150,Plus je t'embrasse,Malia,2007,0,0,2015-06-08,Jazz,Latin,French,,,,,
36571,Plus je t'entends,Alain Barrière,1963,0,0,2016-02-25,French pop,French,,,,,,
14473,Plus là,Frédéric Lerner,2007,0,0,2016-03-16,French pop,French,,,,,,
8111,Plus près des étoiles,Gold,1984,0,0,2012-09-05,"French pop,80s",French,,,,,,
50805,Plus près des étoiles,Chico & The Gypsies,2016,0,0,2016-04-05,"French pop,Latin,80s",French,,,,,,
46675,Plus que jamais,Emmanuel Moire,2006,0,0,2016-06-07,French pop,French,,,,,,
24060,Plus que tout,Christophe Willem,2009,0,0,2016-08-21,"Pop,French pop,Dance",French,,,,,,
38612,Plush,Stone Temple Pilots,1993,0,0,2012-03-05,Alternative,Rock,English,,,,,
32472,Plush (Acoustic),Stone Temple Pilots,1993,0,0,2011-11-22,Alternative,Rock,Folk,English,,,,
14903,Pobre diablo,Julio Iglesias,1978,0,0,2011-05-31,Soft rock,Spanish,,,,,,
55974,Pocahontas,Die Draufgänger,2018,0,0,2018-08-16,Schlager,German,,,,,,
51927,Pocahontas,AnnenMayKantereit,2016,0,0,2017-02-11,Rock,Alternative,German,,,,,
25802,Pocahontas Proud,Gretchen Wilson,2005,0,0,2012-04-11,Country,English,,,,,,
10250,Pocket Of A Clown,Dwight Yoakam,1993,0,0,2015-08-25,"Country,Rock 'n Roll",English,,,,,,
17839,Pocketful Of Miracles,Frank Sinatra,1961,0,0,2017-07-20,Jazz,English,,,,,,
7807,Pocketful of Rainbows,Elvis Presley,1960,0,0,2017-01-18,Oldies,Rock,English,,,,,
18503,Pocketful Of Sunshine,Natasha Bedingfield,2008,0,0,2008-07-17,Pop,R&B,Soul,English,,,,
25200,Podunk,Keith Anderson,2006,0,0,2012-05-25,Country,English,,,,,,
16385,Poetry In Motion,Johnny Tillotson,1960,0,0,2012-08-21,Pop,Oldies,English,,,,,
46720,Poetry In Motion,Cliff Richard,2013,0,0,2014-05-30,"Rock 'n Roll,Pop,Oldies",English,,,,,,
50272,Point final,Chimène Badi,2015,0,0,2016-07-07,French pop,French,,,,,,
13025,Poison,Alice Cooper,1989,0,0,2012-11-20,Hard/Metal,Rock,English,,,,,
43953,Poison,Bell Biv DeVoe,1990,0,0,2013-11-14,R&B,Rap,English,,,,,
49505,Poison,Postmodern Jukebox,2015,0,0,2015-08-03,Jazz,Soul,Pop,English,,,,
35194,Poison,Nicole Scherzinger,2010,0,0,2011-05-31,Dance,Electro,Pop,English,,,,
39393,Poison & Wine,The Civil Wars,2009,1,0,2012-03-09,Folk,Duet,Alternative,English,,,,
21071,Poison Arrow,ABC,1982,0,0,2017-10-30,80s,Disco,English,,,,,
5936,Poison Ivy,The Coasters,1959,0,0,2011-07-16,"Rock 'n Roll,Oldies",English,,,,,,
32319,Poison Ivy,The Lambrettas,1980,0,0,2017-08-14,Ska,Rock,English,,,,,
21860,Pojat,Ritva Kinnunen,1962,1,0,2012-03-05,"Jazz,Pop,Soft rock,Duet",Finnish,,,,,,
42344,Pokémon,Cartoons,1997,0,0,2013-01-18,"TV & movie soundtrack,Kids",English,,,,,,
51677,Pokémon (Attrapez-les tous !),Cartoons,1999,0,0,2016-09-06,"TV & movie soundtrack,Kids",French,,,,,,
21475,Poker Face,Lady Gaga,2008,0,0,2011-05-30,Dance,Pop,English,,,,,
30660,Poker Face,Glee,2010,1,0,2011-05-30,"TV & movie soundtrack,Pop,Duet",English,,,,,,
28498,Poker Face,Chris Daughtry,2009,0,0,2011-05-31,"Rock,Pop,Soft rock",English,,,,,,
30043,Poker Face,Pixie Lott,2009,0,0,2011-05-30,Pop,Soul,English,,,,,
29633,Poker Face,The Baseballs,2009,0,0,2011-08-08,Rock 'n Roll,English,,,,,,
26033,Poker Face (Acoustic),Lady Gaga,2009,0,0,2011-05-30,Pop,English,,,,,,
49880,Póki na to czas,De Mono,2010,0,0,2016-07-01,Soft rock,Polish,,,,,,
15893,Pokito a poko,Chambao,2005,0,0,2011-12-04,"Pop,Soft rock,Latin",Spanish,,,,,,
49628,Polaroid,Imagine Dragons,2015,0,0,2015-09-03,Pop,Alternative,Electro,English,,,,
20886,Policy Of Truth,Depeche Mode,1990,0,0,2014-07-15,Pop,Electro,Alternative,English,,,,
15962,Politically Uncorrect,Gretchen Wilson,2006,1,0,2013-12-03,Country,Duet,English,,,,,
38405,Politiquement correct,Bénabar,2011,0,0,2016-06-05,French pop,French,,,,,,
33560,Polk Salad Annie,Tony Joe White,1969,0,0,2011-05-31,Rock,English,,,,,,
7045,Polk Salad Annie (Live 1970),Elvis Presley,1970,0,0,2014-09-10,"Rock,Rock 'n Roll",English,,,,,,
36874,Polka Your Eyes Out,Weird Al Yankovic,1992,0,0,2011-07-04,Humour,Rock,Pop,English,,,,
55694,"Polka, Polka, Polka",Brings,2014,0,0,2018-07-09,Schlager,Rock,Dance,German,,,,
12716,Polochon blues,Richard Gotainer,1977,0,0,2016-07-01,"Blues,Humour,French pop",French,,,,,,
19548,Polonäse Blankenese,Gottlieb Wendehals,1981,0,0,2015-02-13,Schlager,Humour,German,,,,,
36760,Pomme,Il était une fois,1977,0,0,2016-06-04,French pop,French,,,,,,
43275,Pompeii,Bastille,2013,0,0,2013-04-04,Pop,Alternative,English,,,,,
39876,Ponernos de acuerdo,Marcela Morelo,1999,0,0,2013-03-07,Latin,Pop,Spanish,,,,,
16032,Ponte el cinturón,Silvia Padilla,2007,0,0,2014-08-14,"Pop,Soft rock,Latin",Spanish,,,,,,
40811,Pontoon,Little Big Town,2012,0,0,2012-07-27,Country,English,,,,,,
34193,Pony,Ginuwine,1996,0,0,2012-01-22,R&B,Soul,English,,,,,
36205,Pony Time,Chubby Checker,1962,0,0,2011-05-31,"Oldies,Rock 'n Roll",English,,,,,,
24108,Poor Boy,The Lords,1965,0,0,2012-02-09,Pop,Rock,English,,,,,
45732,Poor Boy,Elvis Presley,1956,0,0,2013-12-03,"Country,Oldies,TV & movie soundtrack",English,,,,,,
28774,Poor Boy Blues,Chet Atkins,1990,0,0,2011-05-30,Country,English,,,,,,
27659,Poor Little Fool,Ricky Nelson,1958,0,0,2011-05-30,"Country,Rock 'n Roll",English,,,,,,
54072,Poor Me,Shania Twain,2017,0,0,2017-10-11,Pop,Rock,English,,,,,
16383,Poor Side Of Town,Johnny Rivers,1966,0,0,2016-08-31,"Soft rock,Love",English,,,,,,
20629,Poor Unfortunate Souls,The Little Mermaid,1989,0,0,2015-03-25,"TV & movie soundtrack,Musical",English,,,,,,
18660,"Poor, Poor Pitiful Me",Linda Ronstadt,1977,0,0,2015-03-26,Country,Rock,English,,,,,
10584,"Poor, Poor Pitiful Me",Terri Clark,1996,0,0,2016-12-01,Country,English,,,,,,
8770,Pop A Top,Alan Jackson,1999,0,0,2014-04-10,Country,English,,,,,,
36350,Pop Goes The Weasel,Children's Chorus,1853,0,0,2011-05-31,Kids,English,,,,,,
9825,Pop Muzik,M (Robin Scott),1979,0,0,2016-09-17,80s,Disco,English,,,,,
27660,Pop Ya Collar,Usher,2000,0,0,2013-12-03,R&B,Pop,English,,,,,
27570,Popsicle Toes,Diana Krall,1999,0,0,2011-05-31,Jazz,Love,English,,,,,
11963,Popular,Wicked,2003,0,0,2008-05-05,Musical,English,,,,,,
37375,Popular,Eric Saade,2011,0,0,2012-01-24,Dance,Pop,English,,,,,
26888,Population Me,Dwight Yoakam,2003,0,0,2012-03-30,Country,English,,,,,,
16031,Por Amarte Tanto,Melendi,2006,0,0,2014-08-18,Pop,Latin,Spanish,,,,,
20670,Por amor,Gloria Estefan,2004,1,0,2016-02-28,Duet,Love,Latin,Spanish,,,,
44065,Por el amor de una mujer,Julio Iglesias,1974,0,0,2013-07-26,Latin,Pop,Spanish,,,,,
44645,Por el amor de una mujer,Sébastien El Chato,2011,0,0,2013-09-10,Latin,Pop,Spanish,,,,,
16580,Por eso te canto,Melendi,2006,0,0,2014-08-13,Pop,Latin,Spanish,,,,,
52202,Por fin te encontré,Cali & El Dandee,2015,0,0,2017-02-13,Latin,Dance,Reggae,Spanish,,,,
16023,Por ti,Shaila Dúrcal,2007,0,0,2014-09-12,Pop,Love,Latin,Spanish,,,,
16039,Por Una Vez,Malú,2004,0,0,2012-08-30,Latin,Spanish,,,,,,
45739,Pork And Beans,Weezer,2008,0,0,2013-12-08,Rock,Alternative,English,,,,,
22197,Porque te vas,Jeanette,1974,0,0,2011-05-30,Pop,Latin,Spanish,,,,,
37470,Porque te vas,Star Academy,2006,0,0,2012-09-05,Pop,Latin,Spanish,,,,,
37626,Porque te vas,Arielle Dombasle,2011,0,0,2011-12-18,Pop,Latin,Spanish,,,,,
48651,Porselein,Yasmine,1996,0,0,2015-03-08,Pop,Rock,Funk,Dutch,,,,
33717,Port coton,Zaz,2010,0,0,2016-02-25,French pop,French,,,,,,
24571,"Portland, Oregon",Loretta Lynn,2004,1,0,2013-12-07,Country,Duet,English,,,,,
45191,Portofino,Engelbert Humperdinck,1988,0,0,2013-11-04,Oldies,Pop,English,,,,,
56047,Positive Thinking,Morecambe and Wise,1976,0,0,2018-09-04,Humour,Jazz,English,,,,,
9974,Positively 4th Street,Bob Dylan,1965,0,0,2015-10-14,Folk,English,,,,,,
52351,Posse on Broadway,Sir Mix-a-Lot,1988,0,0,2018-02-16,Rap,English,,,,,,
50608,Possédés,Geronimo,2015,0,0,2018-05-04,"French pop,Electro,Dance",French,,,,,,
11328,Possession,Sarah McLachlan,1993,0,0,2018-01-22,Pop,Rock,English,,,,,
54956,Possum Kingdom,The Toadies,1994,0,0,2018-01-31,Rock,Alternative,English,,,,,
43183,Postcard From Paris,The Band Perry,2012,0,0,2013-05-26,Country,Pop,English,,,,,
48593,Postcards,James Blunt,2014,0,0,2015-03-08,Pop,Folk,English,,,,,
36115,Postcards From Paradise,Flesh For Lulu,1987,0,0,2012-03-20,Alternative,Rock,English,,,,,
27661,Potato's In The Paddy Wagon,The New Main Street Singers,2003,0,0,2011-12-11,Oldies,Pop,English,,,,,
12503,Potential Breakup Song,Aly & AJ,2007,0,0,2011-08-23,Pop,Rock,English,,,,,
41623,Pouet pouet,Bourvil,1968,0,0,2016-02-25,"French pop,Oldies",French,,,,,,
13894,Poulailler's Song,Alain Souchon,1977,0,0,2015-06-18,French pop,French,,,,,,
37574,Pound Me In The Buttox,Jackie Q,2010,0,1,2013-07-24,R&B,English,,,,,,
40955,Pound The Alarm,Nicki Minaj,2012,0,0,2012-07-04,Dance,Electro,Pop,English,,,,
11987,Poupée de cire poupée de son,France Gall,1965,0,0,2011-05-31,French pop,French,,,,,,
43649,Poupée de cire poupée de son,Jenifer,2013,0,0,2013-06-03,French pop,French,,,,,,
42616,"Poupée de cire, poupée de son",Salut les copains,2012,0,0,2013-02-12,"Musical,Oldies,French pop",French,,,,,,
13430,Poupée psychédélique,Thierry Hazard,1990,0,0,2012-08-16,French pop,French,,,,,,
52431,Pour aller où ?,Léa Paci,2016,0,0,2017-02-10,Pop,Electro,French,,,,,
13638,Pour arriver à moi,Le Roi Soleil,2005,0,0,2012-10-03,"Musical,French pop,Rock",French,,,,,,
33529,Pour en arriver là,Dalida,1984,0,0,2016-02-25,"French pop,80s",French,,,,,,
35358,Pour faire une chanson,Dorothée,1983,0,0,2011-05-30,"Kids,French pop",French,,,,,,
39066,Pour faire une jam,Charles Aznavour,1957,0,0,2016-06-05,"French pop,Jazz",French,,,,,,
30200,Pour l'amour d'un garçon,Hélène Rollès,1992,0,0,2016-10-17,"TV & movie soundtrack,Teen pop,Love,French pop",French,,,,,,
29534,Pour la femme veuve qui s'éveille,Daniel Balavoine,1983,0,0,2013-11-25,French pop,French,,,,,,
20494,Pour la fin du monde,Gérard Palaprat,1971,0,0,2016-10-01,French pop,French,,,,,,
39858,Pour la peine,"1789, Les Amants de la Bastille",2012,0,0,2015-06-24,"Musical,French pop",French,,,,,,
13431,Pour le plaisir,Herbert Léonard,1981,0,0,2011-05-31,French pop,French,,,,,,
26120,Pour les enfants du monde entier,Yves Duteil,1987,0,0,2012-03-05,French pop,French,,,,,,
52642,Pour les hommes,Moana,2016,0,0,2017-03-24,"TV & movie soundtrack,Pop,Kids",French,,,,,,
7712,Pour Me,Trick Pony,2001,0,0,2011-10-16,Country,English,,,,,,
52473,Pour mieux s'aimer,Patrick Fiori,2017,0,0,2017-02-13,French pop,French,,,,,,
46628,Pour mieux s'unir,AuDen,2013,0,0,2016-02-25,French pop,French,,,,,,
13432,Pour moi la vie va commencer,Johnny Hallyday,1963,0,0,2014-07-10,"Rock 'n Roll,French pop,TV & movie soundtrack",French,,,,,,
38218,Pour moi tu es la seule,Johnny Hallyday,1964,0,0,2016-11-08,French pop,French,,,,,,
13768,Pour ne pas vivre seul,Christophe Willem,2006,0,0,2017-09-02,French pop,French,,,,,,
22880,Pour ne pas vivre seul,Dalida,1972,0,0,2015-10-29,French pop,French,,,,,,
50138,Pour ne plus avoir peur,Lilian Renaud,2015,0,0,2016-06-13,French pop,French,,,,,,
5940,Pour que tu m'aimes encore,Céline Dion,1995,0,0,2016-06-04,French pop,French,,,,,,
46508,Pour que tu m'aimes encore (Live 98),Jean-Jacques Goldman,1998,0,0,2016-06-04,French pop,French,,,,,,
52113,Pour que tu m'aimes encore (Taking Chances Tour),Céline Dion,2010,0,0,2016-12-16,French pop,French,,,,,,
15513,Pour Some Sugar on Me,Def Leppard,1987,0,0,2016-03-21,Hard/Metal,English,,,,,,
32591,Pour Some Sugar On Me,Richard Cheese,2010,0,0,2016-03-21,Jazz,Humour,English,,,,,
22066,Pour sûr,Bourvil,1946,0,0,2016-02-25,"French pop,Humour,TV & movie soundtrack",French,,,,,,
31487,Pour toutes les mamans,Frank Michael,2009,0,0,2016-02-25,French pop,French,,,,,,
26523,Pour un infidèle,Coeur de pirate,2009,1,0,2016-05-04,"Duet,French pop",French,,,,,,
42423,Pour un nouveau monde,"1789, Les Amants de la Bastille",2012,0,0,2016-02-25,"Musical,French pop",French,,,,,,
13440,Pour une amourette,Leny Escudero,1962,0,0,2011-08-01,French pop,French,,,,,,
12072,Pour une biguine avec toi,Marc Lavoine,1983,0,0,2017-07-24,"French pop,80s",French,,,,,,
31044,Pourquoi c'est beau...,Christophe Maé,2010,0,0,2016-06-05,French pop,French,,,,,,
13012,Pourquoi j'ai mal,Alive,2004,0,0,2016-02-25,"French pop,TV & movie soundtrack",French,,,,,,
12154,Pourquoi le monde a peur,Chimène Badi,2007,0,0,2011-05-31,French pop,French,,,,,,
29069,Pourquoi pleurer,Claude François,1975,0,0,2011-05-30,French pop,French,,,,,,
54128,Pourquoi veux-tu que je danse ?,Nazim,2017,0,0,2017-10-06,"French pop,Dance",French,,,,,,
21998,Pourtant,Roch Voisine,1989,0,0,2017-10-30,French pop,French,,,,,,
53562,Pourvu,Gauvain Sers,2017,0,0,2017-07-27,French pop,French,,,,,,
12031,Pourvu qu'elles soient douces,Mylène Farmer,1988,0,0,2011-05-31,"French pop,80s",French,,,,,,
21999,Pourvu que ça dure,Patrick Sébastien,2002,0,0,2015-07-04,"French pop,Humour",French,,,,,,
43480,Poussière d'ange,Ariane Moffatt,2002,0,0,2016-08-20,French pop,French,,,,,,
28975,Powder Your Face With Sunshine,Dean Martin,1961,0,0,2011-05-31,Oldies,Jazz,English,,,,,
53439,Power,Little Mix,2017,0,0,2017-08-14,Pop,English,,,,,,
32042,Power,Kanye West,2010,0,0,2016-02-25,Rap,English,,,,,,
41296,Power & Control,Marina and The Diamonds,2012,0,0,2012-08-24,Pop,Electro,English,,,,,
13537,Power Of Love,Huey Lewis & The News,1985,0,0,2011-05-31,"TV & movie soundtrack,Pop,Rock",English,,,,,,
6368,Power Of Love,Luther Vandross,1991,0,0,2011-07-18,Love,Pop,English,,,,,
